Igehely	Kapcsolódó igehely	Kapcsolódó igehely magyar megjelenítése
2Ki.8.2	Rut.1.1-Rut.1.6	Ruth 1,1-6
2Ki.8.5	2Ki.4.8	2Kir 4,8
2Ki.8.5	2Ki.4.32-2Ki.4.36	2Kir 4,32-36
2Ki.8.7	2Ki.6.13-2Ki.6.23	2Kir 6,13-23
2Ki.8.8	1Ki.14.2-1Ki.14.3	1Kir 14,2-3
2Ki.8.10	2Ki.1.4	2Kir 1,4
2Ki.8.12	2Ki.10.32-2Ki.10.33	2Kir 10,32-33
2Ki.8.12	2Ki.12.18	2Kir 12,18
2Ki.8.12	2Ki.13.3	2Kir 13,3
2Ki.8.12	2Ki.15.16	2Kir 15,16
2Ki.8.13	1Ki.19.15	1Kir 19,15
2Ki.8.15	2Ki.8.13	2Kir 8,13
2Ki.8.16	2Ch.21.4	2Krón 21,4
2Ki.8.17	2Ch.21.5	2Krón 21,5
2Ki.8.18	1Ki.21.20	1Kir 21,20
2Ki.8.18	1Ki.21.25-1Ki.21.26	1Kir 21,25-26
2Ki.8.19	2Sa.7.11-2Sa.7.16	2Sám 7,11-16
2Ki.8.20	2Sa.8.14	2Sám 8,14
2Ki.8.20	Gen.27.40	1Móz 27,40
2Ki.8.21	2Ki.14.7	2Kir 14,7
2Ki.8.22	Jos.21.13	Józs 21,13
2Ki.8.24	2Ch.22.1	2Krón 22,1
2Ki.8.26	2Ki.11.1	2Kir 11,1
2Ki.8.26	2Ch.22.2	2Krón 22,2
2Ki.8.27	1Ki.16.30-1Ki.16.33	1Kir 16,30-33
2Ki.8.27	1Ki.21.20	1Kir 21,20
2Ki.8.28	2Ch.22.1-2Ch.22.5	2Krón 22,1-5
2Ki.8.29	2Ki.9.15	2Kir 9,15
2Ki.9.3	1Ki.19.16	1Kir 19,16
2Ki.9.6	2Ch.22.7	2Krón 22,7
2Ki.9.7	1Ki.21.21-1Ki.21.25	1Kir 21,21-25
2Ki.9.7	1Ki.21.29	1Kir 21,29
2Ki.9.8	2Ki.10.11-2Ki.10.14	2Kir 10,11-14
2Ki.9.9	1Ki.15.29	1Kir 15,29
2Ki.9.10	2Ki.9.30-2Ki.9.35	2Kir 9,30-35
2Ki.9.10	1Ki.21.23	1Kir 21,23
2Ki.9.11	2Ki.9.1	2Kir 9,1
2Ki.9.14	2Ki.8.28	2Kir 8,28
2Ki.9.14	1Ki.22.29	1Kir 22,29
2Ki.9.16	2Ki.8.24-2Ki.8.27	2Kir 8,24-27
2Ki.9.18	2Ki.9.15	2Kir 9,15
2Ki.9.19	2Ki.9.15	2Kir 9,15
2Ki.9.21	1Ki.21.1-1Ki.21.13	1Kir 21,1-13
2Ki.9.22	1Ki.18.4	1Kir 18,4
2Ki.9.22	1Ki.21.8-1Ki.21.11	1Kir 21,8-11
2Ki.9.26	1Ki.21.19-1Ki.21.29	1Kir 21,19-29
2Ki.9.26	1Ki.22.38	1Kir 22,38
2Ki.9.27	2Ki.9.8	2Kir 9,8
2Ki.9.27	2Ki.8.27	2Kir 8,27
2Ki.9.31	1Ki.16.8-1Ki.16.10	1Kir 16,8-10
2Ki.9.34	2Ki.9.30-2Ki.9.33	2Kir 9,30-33
2Ki.9.34	1Ki.21.8-1Ki.21.10	1Kir 21,8-10
2Ki.9.34	1Ki.21.25	1Kir 21,25
2Ki.9.36	1Ki.21.23	1Kir 21,23
2Ki.10.4	2Ki.9.24-2Ki.9.27	2Kir 9,24-27
2Ki.10.10	1Ki.21.19-1Ki.21.24	1Kir 21,19-24
2Ki.10.11	2Ki.9.8	2Kir 9,8
2Ki.10.11	1Ki.21.21	1Kir 21,21
2Ki.10.13	2Ki.9.27	2Kir 9,27
2Ki.10.13	2Ch.22.8	2Krón 22,8
2Ki.10.15	Jer.35.6	Jer 35,6
2Ki.10.16	2Ki.10.25-2Ki.10.26	2Kir 10,25-26
2Ki.10.17	2Ki.9.7-2Ki.9.10	2Kir 9,7-10
2Ki.10.17	1Ki.21.21-1Ki.21.24	1Kir 21,21-24
2Ki.10.18	1Ki.16.31-1Ki.16.33	1Kir 16,31-33
2Ki.10.18	1Ki.21.25-1Ki.21.26	1Kir 21,25-26
2Ki.10.19	2Ki.10.25-2Ki.10.26	2Kir 10,25-26
2Ki.10.21	1Ki.16.32	1Kir 16,32
2Ki.10.23	2Ki.10.15	2Kir 10,15
2Ki.10.25	1Ki.18.40	1Kir 18,40
2Ki.10.25	Deu.13.6-Deu.13.17	5Móz 13,6-17
2Ki.10.26	2Ki.11.18	2Kir 11,18
2Ki.10.29	1Ki.12.26-1Ki.12.30	1Kir 12,26-30
2Ki.10.30	2Ki.15.12	2Kir 15,12
2Ki.10.31	2Ki.10.29	2Kir 10,29
2Ki.10.32	2Ki.8.12-2Ki.8.13	2Kir 8,12-13
2Ki.10.34	2Ch.22.8-2Ch.22.9	2Krón 22,8-9
2Ki.10.35	2Ki.13.1	2Kir 13,1
2Ki.11.1	2Ki.8.26	2Kir 8,26
2Ki.11.4	2Ch.23.1	2Krón 23,1
2Ki.11.5	1Ch.9.22-1Ch.9.25	1Krón 9,22-25
2Ki.11.10	2Sa.8.7-2Sa.8.11	2Sám 8,7-11
2Ki.11.12	Deu.17.18-Deu.17.20	5Móz 17,18-20
2Ki.11.13	2Ki.11.1	2Kir 11,1
2Ki.11.16	2Ki.11.1	2Kir 11,1
2Ki.11.16	Exo.21.14	2Móz 21,14
2Ki.11.17	Neh.9.38	Nehem 9,38
2Ki.11.17	Neh.10.28-Neh.10.30	Nehem 10,28-30
2Ki.11.18	2Ki.10.25-2Ki.10.26	2Kir 10,25-26
2Ki.11.20	2Ki.11.1-2Ki.11.16	2Kir 11,1-16
2Ki.12.1	2Ch.24.1	2Krón 24,1
2Ki.12.2	2Ki.11.4	2Kir 11,4
2Ki.12.3	Deu.12.5-Deu.12.8	5Móz 12,5-8
2Ki.12.3	Lev.17.3-Lev.17.4	3Móz 17,3-4
2Ki.12.4	Exo.30.13	2Móz 30,13
2Ki.12.9	1Ch.26.1	1Krón 26,1
2Ki.12.10	2Ch.24.11	2Krón 24,11
2Ki.12.13	Num.10.2-Num.10.10	4Móz 10,2-10
2Ki.12.15	2Ki.22.7	2Kir 22,7
2Ki.12.16	Lev.5.15-Lev.5.16	3Móz 5,15-16
2Ki.12.17	2Ki.8.12-2Ki.8.13	2Kir 8,12-13
2Ki.12.17	2Ki.13.3-2Ki.13.4	2Kir 13,3-4
2Ki.12.18	1Ki.15.18	1Kir 15,18
2Ki.12.19	2Ch.24.1-2Ch.24.18	2Krón 24,1-18
2Ki.12.20	2Ki.14.17-2Ki.14.19	2Kir 14,17-19
2Ki.13.3	2Ki.8.12-2Ki.8.13	2Kir 8,12-13
2Ki.13.5	2Ki.14.27	2Kir 14,27
2Ki.13.7	2Ki.8.12-2Ki.8.13	2Kir 8,12-13
2Ki.13.12	2Ki.14.8	2Kir 14,8
2Ki.13.12	2Ki.14.11-2Ki.14.12	2Kir 14,11-12
2Ki.13.12	2Ch.25.18-2Ch.25.24	2Krón 25,18-24
2Ki.13.13	2Ki.14.16	2Kir 14,16
2Ki.13.14	2Ki.13.15-2Ki.13.19	2Kir 13,15-19
2Ki.13.14	2Ki.21.12-2Ki.21.15	2Kir 21,12-15
2Ki.13.14	2Ki.3.14-2Ki.3.19	2Kir 3,14-19
2Ki.13.14	2Ki.7.1-2Ki.7.7	2Kir 7,1-7
2Ki.13.20	2Ki.1.1	2Kir 1,1
2Ki.13.22	2Ki.8.12-2Ki.8.13	2Kir 8,12-13
2Ki.13.23	Gen.17.1-Gen.17.10	1Móz 17,1-10
2Ki.13.23	Exo.2.24-Exo.2.25	2Móz 2,24-25
2Ki.13.25	2Ki.13.22	2Kir 13,22
2Ki.14.1	2Ch.25.1	2Krón 25,1
2Ki.14.3	1Ki.15.5	1Kir 15,5
2Ki.14.4	2Ki.12.3	2Kir 12,3
2Ki.14.5	2Ki.12.20-2Ki.12.21	2Kir 12,20-21
2Ki.14.6	Deu.24.16	5Móz 24,16
2Ki.14.7	2Ki.8.20	2Kir 8,20
2Ki.14.9	Jdg.9.8-Jdg.9.15	Bir 9,8-15
2Ki.14.10	2Ki.14.7	2Kir 14,7
2Ki.14.11	Jos.15.1-Jos.15.10	Józs 15,1-10
2Ki.14.12	2Ch.25.21-2Ch.25.24	2Krón 25,21-24
2Ki.14.14	1Ki.14.25-1Ki.14.26	1Kir 14,25-26
2Ki.14.15	2Ki.13.12	2Kir 13,12
2Ki.14.17	2Ch.25.1	2Krón 25,1
2Ki.14.22	Deu.2.8	5Móz 2,8
2Ki.14.25	Jon.1.1	Jón 1,1
2Ki.14.26	Deu.32.36	5Móz 32,36
2Ki.14.27	2Ki.13.5	2Kir 13,5
2Ki.15.1	2Ch.26.1-2Ch.26.5	2Krón 26,1-5
2Ki.15.2	2Ki.14.21	2Kir 14,21
2Ki.15.5	2Ch.26.16-2Ch.26.21	2Krón 26,16-21
2Ki.15.6	2Ch.26.1-2Ch.26.23	2Krón 26,1-23
2Ki.15.7	2Ch.26.23	2Krón 26,23
2Ki.15.8	2Ki.14.29	2Kir 14,29
2Ki.15.9	1Ki.12.28-1Ki.12.33	1Kir 12,28-33
2Ki.15.12	2Ki.10.30	2Kir 10,30
2Ki.15.14	1Ki.16.23	1Kir 16,23
2Ki.15.24	2Ki.15.9	2Kir 15,9
2Ki.15.28	2Ki.15.9	2Kir 15,9
2Ki.15.29	1Ki.15.20	1Kir 15,20
2Ki.15.31	2Ch.28.6	2Krón 28,6
2Ki.15.32	2Ch.27.1	2Krón 27,1
2Ki.15.34	2Ki.15.7	2Kir 15,7
2Ki.15.36	2Ch.27.1-2Ch.27.6	2Krón 27,1-6
2Ki.15.37	Isa.7.1	Ésa 7,1
2Ki.16.1	2Ch.28.1	2Krón 28,1
2Ki.16.3	2Ki.3.27	2Kir 3,27
2Ki.16.3	Lev.18.21	3Móz 18,21
2Ki.16.4	2Ki.17.10	2Kir 17,10
2Ki.16.4	Ezk.6.13	Ezék 6,13
2Ki.16.5	Isa.7.1	Ésa 7,1
2Ki.16.6	2Ki.14.22	2Kir 14,22
2Ki.16.7	2Ki.15.29	2Kir 15,29
2Ki.16.8	2Ch.28.21	2Krón 28,21
2Ki.16.9	Isa.17.1	Ésa 17,1
2Ki.16.9	Amo.1.3-Amo.1.4	Ámós 1,3-4
2Ki.16.10	2Ch.25.14	2Krón 25,14
2Ki.16.17	1Ki.7.27	1Kir 7,27
2Ki.16.17	1Ki.7.37-1Ki.7.44	1Kir 7,37-44
2Ki.16.19	2Ch.28.1-2Ch.28.3	2Krón 28,1-3
2Ki.16.20	2Ch.28.27	2Krón 28,27
2Ki.17.3	2Ki.18.9-2Ki.18.10	2Kir 18,9-10
2Ki.17.6	2Ki.15.29	2Kir 15,29
2Ki.17.6	2Ki.18.10	2Kir 18,10
2Ki.17.7	Deu.28.15	5Móz 28,15
2Ki.17.7	Deu.28.63-Deu.28.67	5Móz 28,63-67
2Ki.17.8	2Ki.16.3	2Kir 16,3
2Ki.17.8	1Ki.12.28-1Ki.12.33	1Kir 12,28-33
2Ki.17.9	2Ki.16.10-2Ki.16.18	2Kir 16,10-18
2Ki.17.9	Ezk.6.13	Ezék 6,13
2Ki.17.10	Jer.2.20	Jer 2,20
2Ki.17.10	Jer.3.6	Jer 3,6
2Ki.17.12	Deu.5.7-Deu.5.8	5Móz 5,7-8
2Ki.17.13	Num.12.5	4Móz 12,5
2Ki.17.13	1Sa.9.9	1Sám 9,9
2Ki.17.13	1Sa.28.6	1Sám 28,6
2Ki.17.14	Num.14.22	4Móz 14,22
2Ki.17.14	Deu.31.27	5Móz 31,27
2Ki.17.15	Psa.147.19	Zsolt 147,19
2Ki.17.15	Exo.24.3-Exo.24.8	2Móz 24,3-8
2Ki.17.16	1Ki.12.28-1Ki.12.33	1Kir 12,28-33
2Ki.17.17	2Ki.16.3	2Kir 16,3
2Ki.17.18	2Ki.17.6	2Kir 17,6
2Ki.17.19	2Ki.16.3-2Ki.16.17	2Kir 16,3-17
2Ki.17.20	2Ki.17.13-2Ki.17.14	2Kir 17,13-14
2Ki.17.20	2Ki.17.18	2Kir 17,18
2Ki.17.21	1Ki.12.16-1Ki.12.33	1Kir 12,16-33
2Ki.17.22	2Ki.15.9	2Kir 15,9
2Ki.17.22	2Ki.18.24-2Ki.18.28	2Kir 18,24-28
2Ki.17.23	Hos.1.4-Hos.1.6	Hós 1,4-6
2Ki.17.24	Ezr.4.10	Ezsdr 4,10
2Ki.17.25	Lev.26.22	3Móz 26,22
2Ki.17.28	1Ki.12.29	1Kir 12,29
2Ki.17.28	1Ki.13.1-1Ki.13.2	1Kir 13,1-2
2Ki.17.31	2Ki.3.27	2Kir 3,27
2Ki.17.31	2Ki.16.3	2Kir 16,3
2Ki.17.34	Gen.32.28	1Móz 32,28
2Ki.17.36	Exo.6.6	2Móz 6,6
2Ki.17.36	Exo.12.51	2Móz 12,51
2Ki.17.40	Jdg.6.10	Bir 6,10
2Ki.17.41	2Ki.17.29-2Ki.17.31	2Kir 17,29-31
2Ki.18.1	2Ki.16.20	2Kir 16,20
2Ki.18.1	2Ch.29.1	2Krón 29,1
2Ki.18.3	1Ki.15.5	1Kir 15,5
2Ki.18.4	2Ch.31.1-2Ch.31.4	2Krón 31,1-4
2Ki.18.5	2Ch.32.25	2Krón 32,25
2Ki.18.7	2Ki.16.7-2Ki.16.8	2Kir 16,7-8
2Ki.18.9	2Ki.17.5-2Ki.17.6	2Kir 17,5-6
2Ki.18.12	Deu.28.15	5Móz 28,15
2Ki.18.12	Deu.28.63-Deu.28.67	5Móz 28,63-67
2Ki.18.13	Isa.36.1-Isa.36.22	Ésa 36,1-22
2Ki.18.13	Isa.37.36-Isa.37.38	Ésa 37,36-38
2Ki.18.14	2Ki.18.7	2Kir 18,7
2Ki.18.17	Isa.36.2	Ésa 36,2
2Ki.18.17	2Ch.32.9-2Ch.32.16	2Krón 32,9-16
2Ki.18.21	Isa.36.6	Ésa 36,6
2Ki.18.22	Deu.12.5-Deu.12.11	5Móz 12,5-11
2Ki.18.24	2Ch.12.2-2Ch.12.3	2Krón 12,2-3
2Ki.18.27	2Ki.6.25-2Ki.6.29	2Kir 6,25-29
2Ki.18.30	2Ki.18.35	2Kir 18,35
2Ki.18.31	1Ki.4.25	1Kir 4,25
2Ki.18.33	Isa.10.10-Isa.10.11	Ésa 10,10-11
2Ki.18.34	2Ki.16.9	2Kir 16,9
2Ki.18.34	Jer.49.23	Jer 49,23
2Ki.18.35	2Ki.19.35-2Ki.19.37	2Kir 19,35-37
2Ki.19.1	Isa.37.1	Ésa 37,1
2Ki.19.2	Isa.1.1	Ésa 1,1
2Ki.19.3	2Ki.19.10	2Kir 19,10
2Ki.19.3	2Ki.18.35	2Kir 18,35
2Ki.19.4	2Ki.18.30-2Ki.18.35	2Kir 18,30-35
2Ki.19.7	2Ki.19.9	2Kir 19,9
2Ki.19.7	2Ki.7.6-2Ki.7.7	2Kir 7,6-7
2Ki.19.8	Jos.10.29	Józs 10,29
2Ki.19.9	Isa.37.9	Ésa 37,9
2Ki.19.10	2Ki.18.30-2Ki.18.35	2Kir 18,30-35
2Ki.19.15	Exo.25.20-Exo.25.22	2Móz 25,20-22
2Ki.19.16	2Ki.19.10	2Kir 19,10
2Ki.19.17	2Ki.19.11-2Ki.19.13	2Kir 19,11-13
2Ki.19.21	2Ki.18.23-2Ki.18.30	2Kir 18,23-30
2Ki.19.23	Isa.37.24	Ésa 37,24
2Ki.19.28	Isa.37.29	Ésa 37,29
2Ki.19.31	Isa.9.7	Ésa 9,7
2Ki.19.33	2Ki.19.28	2Kir 19,28
2Ki.19.34	1Ki.11.13	1Kir 11,13
2Ki.19.35	Isa.37.36	Ésa 37,36
2Ki.19.36	2Ki.19.28-2Ki.19.33	2Kir 19,28-33
2Ki.19.37	Isa.37.38	Ésa 37,38
2Ki.20.1	Isa.38.1	Ésa 38,1
2Ki.20.3	2Ki.18.3-2Ki.18.6	2Kir 18,3-6
2Ki.20.3	Neh.13.14	Nehem 13,14
2Ki.20.6	2Ki.19.34	2Kir 19,34
2Ki.20.11	Jos.10.13	Józs 10,13
2Ki.20.13	2Ch.32.25-2Ch.32.31	2Krón 32,25-31
2Ki.20.17	2Ki.24.13	2Kir 24,13
2Ki.20.18	2Ch.33.11	2Krón 33,11
2Ki.20.19	1Sa.3.18	1Sám 3,18
2Ki.20.20	2Ch.29.1-2Ch.29.36	2Krón 29,1-36
2Ki.21.1	2Ch.33.1	2Krón 33,1
2Ki.21.3	Num.4.19	4Móz 4,19
2Ki.21.4	1Ki.9.3	1Kir 9,3
2Ki.21.5	2Ki.23.11-2Ki.23.12	2Kir 23,11-12
2Ki.21.6	2Ki.16.3	2Kir 16,3
2Ki.21.6	Deu.18.10	5Móz 18,10
2Ki.21.7	1Ki.9.3	1Kir 9,3
2Ki.21.7	2Ch.6.6	2Krón 6,6
2Ki.21.8	2Sa.7.10	2Sám 7,10
2Ki.21.11	Jer.15.4	Jer 15,4
2Ki.21.11	Ezk.16.43-Ezk.16.48	Ezék 16,43-48
2Ki.21.12	Jer.19.3	Jer 19,3
2Ki.21.13	Jer.52.7-Jer.52.14	Jer 52,7-14
2Ki.21.13	Jer.52.24-Jer.52.27	Jer 52,24-27
2Ki.21.16	2Ki.24.3-2Ki.24.4	2Kir 24,3-4
2Ki.21.17	2Ch.32.2-2Ch.32.16	2Krón 32,2-16
2Ki.21.19	2Ch.33.21-2Ch.33.24	2Krón 33,21-24
2Ki.21.21	2Ki.21.2-2Ki.21.11	2Kir 21,2-11
2Ki.21.22	Lev.26.14-Lev.26.33	3Móz 26,14-33
2Ki.21.25	2Ch.33.21	2Krón 33,21
2Ki.21.26	2Ki.21.18	2Kir 21,18
2Ki.22.1	2Ch.34.1-2Ch.34.33	2Krón 34,1-33
2Ki.22.2	2Ki.18.3	2Kir 18,3
2Ki.22.2	1Ki.15.5	1Kir 15,5
2Ki.22.6	2Ch.34.11	2Krón 34,11
2Ki.22.7	2Ki.12.15	2Kir 12,15
2Ki.22.8	2Ch.34.14	2Krón 34,14
2Ki.22.11	2Ki.22.18-2Ki.22.19	2Kir 22,18-19
2Ki.22.16	2Ki.21.12-2Ki.21.15	2Kir 21,12-15
2Ki.22.16	Zep.2.6	Sof 2,6
2Ki.22.20	2Ki.21.12-2Ki.21.15	2Kir 21,12-15
2Ki.22.20	Jer.52.12-Jer.52.27	Jer 52,12-27
2Ki.23.2	2Ch.34.30	2Krón 34,30
2Ki.23.3	Deu.26.17-Deu.26.19	5Móz 26,17-19
2Ki.23.4	2Ki.21.2-2Ki.21.11	2Kir 21,2-11
2Ki.23.5	2Ki.16.3-2Ki.16.4	2Kir 16,3-4
2Ki.23.5	2Ki.21.2-2Ki.21.5	2Kir 21,2-5
2Ki.23.5	2Ki.21.7	2Kir 21,7
2Ki.23.6	2Ki.23.16	2Kir 23,16
2Ki.23.6	2Ch.34.4	2Krón 34,4
2Ki.23.7	1Ki.14.24	1Kir 14,24
2Ki.23.7	1Sa.2.22	1Sám 2,22
2Ki.23.8	1Ki.15.22	1Kir 15,22
2Ki.23.10	Lev.20.2	3Móz 20,2
2Ki.23.10	2Ch.33.6	2Krón 33,6
2Ki.23.11	2Ki.23.5	2Kir 23,5
2Ki.23.11	2Ch.33.5	2Krón 33,5
2Ki.23.12	2Ki.21.5	2Kir 21,5
2Ki.23.13	1Ki.11.7-1Ki.11.8	1Kir 11,7-8
2Ki.23.14	Exo.23.24	2Móz 23,24
2Ki.23.15	1Ki.12.28-1Ki.12.33	1Kir 12,28-33
2Ki.23.15	1Ki.13.2	1Kir 13,2
2Ki.23.16	1Ki.13.2	1Kir 13,2
2Ki.23.17	1Ki.13.1-1Ki.13.2	1Kir 13,1-2
2Ki.23.17	1Ki.13.29-1Ki.13.30	1Kir 13,29-30
2Ki.23.18	1Ki.13.11-1Ki.13.13	1Kir 13,11-13
2Ki.23.18	1Ki.13.32	1Kir 13,32
2Ki.23.19	2Ch.34.3-2Ch.34.7	2Krón 34,3-7
2Ki.23.20	2Ki.23.5	2Kir 23,5
2Ki.23.21	Exo.12.3-Exo.12.17	2Móz 12,3-17
2Ki.23.22	2Ch.35.1-2Ch.35.19	2Krón 35,1-19
2Ki.23.24	2Ch.33.6	2Krón 33,6
2Ki.23.25	2Ki.18.5	2Kir 18,5
2Ki.23.25	2Ch.32.25	2Krón 32,25
2Ki.23.26	2Ki.21.11-2Ki.21.16	2Kir 21,11-16
2Ki.23.27	2Ki.17.6-2Ki.17.18	2Kir 17,6-18
2Ki.23.28	2Ch.34.1	2Krón 34,1
2Ki.23.28	2Ch.35.20	2Krón 35,20
2Ki.23.29	2Ch.35.20	2Krón 35,20
2Ki.23.30	Zec.12.11	Zak 12,11
2Ki.23.32	2Ki.16.2-2Ki.16.4	2Kir 16,2-4
2Ki.23.33	2Ki.23.29	2Kir 23,29
2Ki.23.33	Ezk.19.4-Ezk.19.9	Ezék 19,4-9
2Ki.23.37	2Ki.23.32	2Kir 23,32
2Ki.23.37	2Ki.21.2-2Ki.21.9	2Kir 21,2-9
2Ki.24.1	2Ki.20.17-2Ki.20.18	2Kir 20,17-18
2Ki.24.1	2Ch.36.5-2Ch.36.7	2Krón 36,5-7
2Ki.24.2	2Ki.21.10-2Ki.21.14	2Kir 21,10-14
2Ki.24.3	2Ki.21.2-2Ki.21.9	2Kir 21,2-9
2Ki.24.4	2Ki.21.16	2Kir 21,16
2Ki.24.5	2Ch.36.4-2Ch.36.7	2Krón 36,4-7
2Ki.24.6	2Ch.36.9	2Krón 36,9
2Ki.24.7	Jer.46.2	Jer 46,2
2Ki.24.9	2Ki.23.37	2Kir 23,37
2Ki.24.10	2Ch.36.10	2Krón 36,10
2Ki.24.13	2Ki.20.17-2Ki.20.18	2Kir 20,17-18
2Ki.24.15	Jer.37.1	Jer 37,1
2Ki.24.15	Jer.52.28-Jer.52.31	Jer 52,28-31
2Ki.24.17	Jer.37.1	Jer 37,1
2Ki.24.17	1Ch.3.15	1Krón 3,15
2Ki.24.19	2Ki.23.27	2Kir 23,27
2Ki.24.20	2Ki.21.12-2Ki.21.13	2Kir 21,12-13
2Ki.24.20	Jer.52.3-Jer.52.30	Jer 52,3-30
2Ki.25.1	2Ch.36.17-2Ch.36.22	2Krón 36,17-22
2Ki.25.3	Jer.52.6-Jer.52.30	Jer 52,6-30
2Ki.25.6	Jer.34.21	Jer 34,21
2Ki.25.7	Deu.28.15-Deu.28.36	5Móz 28,15-36
2Ki.25.10	1Ki.9.3-1Ki.9.8	1Kir 9,3-8
2Ki.25.13	Jer.27.19-Jer.27.22	Jer 27,19-22
2Ki.25.14	1Ki.7.50	1Kir 7,50
2Ki.25.16	1Ki.7.15-1Ki.7.39	1Kir 7,15-39
2Ki.25.18	1Ch.6.14	1Krón 6,14
2Ki.25.21	2Ki.21.13-2Ki.21.14	2Kir 21,13-14
2Ki.25.23	Jer.40.5-Jer.40.9	Jer 40,5-9
1Ch.1.1	Gen.5.3	1Móz 5,3
1Ch.1.5	Gen.10.2	1Móz 10,2
1Ch.1.6	Gen.10.3	1Móz 10,3
1Ch.1.8	Gen.10.6	1Móz 10,6
1Ch.1.10	Gen.10.8-Gen.10.12	1Móz 10,8-12
1Ch.1.11	Gen.10.13-Gen.10.14	1Móz 10,13-14
1Ch.1.13	Gen.10.15-Gen.10.20	1Móz 10,15-20
1Ch.1.19	Gen.10.21-Gen.10.25	1Móz 10,21-25
1Ch.1.24	Gen.11.10-Gen.11.12	1Móz 11,10-12
1Ch.1.28	Gen.16.15	1Móz 16,15
1Ch.1.28	Gen.21.2-Gen.21.3	1Móz 21,2-3
1Ch.1.29	Gen.25.12-Gen.25.16	1Móz 25,12-16
1Ch.1.32	Gen.25.1-Gen.25.4	1Móz 25,1-4
1Ch.1.34	Gen.25.19-Gen.25.26	1Móz 25,19-26
1Ch.1.35	Gen.36.9-Gen.36.14	1Móz 36,9-14
1Ch.1.43	Gen.36.31	1Móz 36,31
1Ch.1.50	Gen.36.39	1Móz 36,39
1Ch.2.1	Gen.35.22-Gen.35.26	1Móz 35,22-26
1Ch.2.3	Gen.38.2-Gen.38.5	1Móz 38,2-5
1Ch.2.4	Gen.38.29-Gen.38.30	1Móz 38,29-30
1Ch.2.5	Gen.46.12	1Móz 46,12
1Ch.2.7	Jos.7.1-Jos.7.25	Józs 7,1-25
1Ch.2.9	Rut.4.19-Rut.4.22	Ruth 4,19-22
1Ch.2.13	1Sa.16.6	1Sám 16,6
1Ch.2.15	1Sa.17.1	1Sám 17,1
1Ch.2.15	1Sa.17.12-1Sa.17.13	1Sám 17,12-13
1Ch.2.16	2Sa.2.22-2Sa.2.23	2Sám 2,22-23
1Ch.2.17	1Ch.12.18	1Krón 12,18
1Ch.2.17	2Sa.17.25	2Sám 17,25
1Ch.2.20	Exo.31.2-Exo.31.5	2Móz 31,2-5
1Ch.2.22	Jdg.10.3	Bir 10,3
1Ch.2.49	Jos.15.16	Józs 15,16
1Ch.2.53	1Ch.4.2	1Krón 4,2
1Ch.2.55	Jer.35.2	Jer 35,2
1Ch.3.1	2Sa.3.2	2Sám 3,2
1Ch.3.2	2Sa.15.13	2Sám 15,13
1Ch.3.2	2Sa.16.22	2Sám 16,22
1Ch.3.2	2Sa.18.15	2Sám 18,15
1Ch.3.4	2Sa.5.4-2Sa.5.5	2Sám 5,4-5
1Ch.3.5	2Sa.5.14	2Sám 5,14
1Ch.3.9	2Sa.13.14	2Sám 13,14
1Ch.3.10	1Ki.11.43	1Kir 11,43
1Ch.3.10	1Ki.12.17-1Ki.12.19	1Kir 12,17-19
1Ch.3.11	2Ki.8.16-2Ki.8.18	2Kir 8,16-18
1Ch.3.12	2Ki.14.1-2Ki.14.3	2Kir 14,1-3
1Ch.3.13	2Ki.21.1-2Ki.21.16	2Kir 21,1-16
1Ch.3.16	2Ki.24.17	2Kir 24,17
1Ch.3.16	2Ki.25.7-2Ki.25.9	2Kir 25,7-9
1Ch.3.17	2Ki.24.15	2Kir 24,15
1Ch.3.19	Ezr.2.2	Ezsdr 2,2
1Ch.3.19	Ezr.3.8	Ezsdr 3,8
1Ch.4.1	1Ch.2.4	1Krón 2,4
1Ch.4.2	1Ch.2.53	1Krón 2,53
1Ch.4.9	Gen.35.16-Gen.35.18	1Móz 35,16-18
1Ch.4.13	Jos.15.17	Józs 15,17
1Ch.4.13	Jdg.1.13	Bir 1,13
1Ch.4.14	Neh.11.35	Nehem 11,35
1Ch.4.21	Gen.38.5	1Móz 38,5
1Ch.4.24	Gen.46.10	1Móz 46,10
1Ch.4.28	Jos.19.1-Jos.19.2	Józs 19,1-2
1Ch.4.32	Jos.19.1-Jos.19.7	Józs 19,1-7
1Ch.4.41	1Ki.18.1	1Kir 18,1
1Ch.4.42	Deu.1.4-Deu.1.5	5Móz 1,4-5
1Ch.4.43	1Sa.15.7	1Sám 15,7
1Ch.5.1	Gen.35.22	1Móz 35,22
1Ch.5.2	Gen.45.8	1Móz 45,8
1Ch.5.3	Gen.46.8-Gen.46.9	1Móz 46,8-9
1Ch.5.8	Jos.13.15-Jos.13.16	Józs 13,15-16
1Ch.5.11	Jos.13.24-Jos.13.30	Józs 13,24-30
1Ch.5.16	1Ch.27.29	1Krón 27,29
1Ch.5.17	2Ki.15.5	2Kir 15,5
1Ch.5.20	Psa.91.15	Zsolt 91,15
1Ch.5.22	1Ch.5.26	1Krón 5,26
1Ch.5.22	2Ki.17.6-2Ki.17.18	2Kir 17,6-18
1Ch.5.23	Jos.13.30	Józs 13,30
1Ch.5.25	2Ki.17.7-2Ki.17.17	2Kir 17,7-17
1Ch.5.26	2Ki.15.19-2Ki.15.29	2Kir 15,19-29
1Ch.6.1	Gen.46.11	1Móz 46,11
